header,inverter,temp,freq,power,error
9,4,80.000000,96012.320300941,6.081399e-04,-20.0
9,4,100.000000,229655.98222830147,7.217320e-04,-27.06100228642677
7,6,0.000000,568.9592881181387,1.895678e-04,7.581171946936337
7,6,20.000000,2599.5835467158163,2.602225e-04,0.0
7,6,40.000000,9301.252692712655,3.410227e-04,-7.026200805656174
7,6,60.000000,27514.827740669447,4.294031e-04,-13.615881928718181
7,6,80.000000,70594.89613019957,5.271097e-04,-20.0
7,6,100.000000,161287.07082518496,6.319260e-04,-26.217279290176975
5,2,0.000000,916.9550490295865,2.251433e-04,6.986200162413837
5,2,20.000000,4071.0877050708655,3.033222e-04,0.0
5,2,40.000000,14797.130599622642,3.911154e-04,-7.034339480780929
5,2,60.000000,45433.17121263406,4.870594e-04,-14.008517517538266
5,2,80.000000,114886.51165718968,5.913015e-04,-20.000000000000014
5,2,100.000000,261105.05927607056,7.019103e-04,-25.962610161167177
